#{"t_start": 1709507487.822368, "env_id": "None"}
r,l,t
-62.496582,10,47.79997
-66.982808,9,47.892981
-70.469569,8,47.968969
-72.472133,8,48.051969
-66.789741,9,48.14097
-78.282418,7,48.20997
-75.956665,7,48.27697
-71.446845,9,48.365969
-78.151729,7,48.434969
-62.115422,10,48.533969
-65.071279,10,48.631969
-74.09109,7,48.699969
-67.377028,9,48.78697
-75.991764,7,48.856969
-71.633113,8,48.937984
-70.898986,8,49.017969
-62.856973,10,49.15397
-75.251562,7,49.23197
-63.529512,10,49.334969
-76.156099,7,49.408969
-79.392186,6,49.471971
-70.592269,9,49.567969
-61.797333,10,49.671988
-65.28415,9,49.766969
-69.302015,9,49.859969
-70.772016,8,49.947969
-62.174452,11,50.068969
-71.015325,8,50.154969
-71.358212,8,50.237969
-66.295343,9,50.332969
-73.029329,8,50.416969
-67.827333,9,50.510969
-66.919636,9,50.606977
-67.789659,9,50.701969
-62.412834,10,50.802977
-71.829581,8,50.88797
-62.24965,10,50.995969
-66.567569,10,51.101969
-62.687535,10,51.207969
-67.131235,9,51.299969
-67.10003,9,51.39197
-71.446706,8,51.478969
-63.072727,10,51.58097
-67.122544,9,51.67697
-65.971528,9,51.767969
-74.110484,8,51.856971
-69.822399,9,51.948969
-66.713395,9,52.04197
-62.468441,10,52.138969
-70.353028,8,52.22297
-76.698409,7,52.298969
-71.35617,8,52.378969
-65.551614,9,52.466969
-72.669479,8,52.542969
-65.826952,9,52.623969
-65.349233,9,52.703969
-65.0685,10,52.791969
-70.797252,8,52.864969
-68.142358,9,52.944969
-58.952723,11,53.04197
-62.763599,10,53.129969
-66.714551,9,53.210969
-72.505735,8,53.280969
-67.146764,9,53.359969
-62.306057,10,53.447969
-68.12318,9,53.527969
-63.12574,10,53.61597
-61.10968,11,53.727969
-66.726602,9,53.809969
-61.877765,10,53.899969
-67.235066,9,53.979969
-69.095517,9,54.058969
-61.031665,11,54.154969
-62.637173,10,54.243969
-68.344528,9,54.325969
-58.447796,11,54.420969
-68.4985,9,54.500969
-58.927759,11,54.598969
-59.181573,11,54.693969
-59.943501,11,54.789969
-62.490397,10,54.876969
-63.347457,10,54.966969
-70.49579,9,55.045969
-65.832931,9,55.123969
-55.57205,12,55.228969
-66.155116,10,55.31997
-71.430099,8,55.388969
-75.404012,7,55.45097
-65.539235,9,55.529969
-76.691888,7,55.59297
-60.07214,11,55.690976
-76.921102,7,55.751969
-76.806325,7,55.81297
-85.973525,6,55.867969
-86.172694,5,55.910969
-84.401954,5,55.955969
-81.201697,7,56.017969
-84.831227,5,56.061969
-88.298515,4,56.096969
-79.57517,7,56.157969
-81.247105,6,56.211969
-85.456007,5,56.255969
-77.953549,7,56.316969
-85.336756,5,56.362969
-81.587249,6,56.415969
-81.121217,6,56.468969
-77.760701,7,56.529969
-71.705033,8,56.599969
-72.231921,8,56.668969
-68.995112,9,56.749969
-61.616712,11,56.845969
-62.903846,10,56.934969
-61.29486,10,57.02497
-57.824915,11,57.139988
-56.908116,12,57.26097
-53.664108,12,57.381969
-62.648198,10,57.480969
-53.587909,12,57.601969
-59.343608,11,57.710969
-62.685782,10,57.803969
-72.802873,8,57.875969
-58.596639,11,57.979969
-69.5895,8,58.050969
-60.843295,10,58.138969
-53.532185,12,58.243969
-55.498286,12,58.350969
-65.020565,11,58.447969
-53.922482,12,58.553969
-53.642138,12,58.658969
-56.585344,11,58.756969
-57.978713,11,58.852969
-62.39541,10,58.941969
-60.436757,11,59.040969
-61.275321,10,59.13697
-68.328123,9,59.22897
-44.212457,14,59.360969
-65.808156,9,59.450969
-60.536195,10,59.54297
-70.087922,8,59.612969
-61.94439,10,59.700969
-66.588053,9,59.779969
-64.182673,10,59.868969
-57.337288,11,59.96597
-69.479494,9,60.044969
-47.988436,13,60.159969
-61.359332,10,60.25997
-51.98519,12,60.384969
-56.024456,12,60.508969
-47.388366,13,60.640971
-52.3367,12,60.76397
-61.870708,10,60.857969
-57.770145,11,60.960981
-60.921334,10,61.063969
-56.766429,12,61.178969
-53.115741,12,61.285969
-65.041837,9,61.37397
-66.796857,10,61.469969
-62.318749,10,61.56097
-51.857691,12,61.666969
-61.219334,10,61.753969
-34.272549,16,61.90097
-53.285005,12,62.028969
-57.933955,11,62.14197
-43.018788,14,62.283969
-53.61672,12,62.40497
-66.205165,9,62.500969
-50.975428,12,62.63297
-68.579527,9,62.745969
-79.763328,7,62.82897
-78.196572,6,62.899978
-79.19089,6,62.963969
-83.738317,5,63.019969
-83.381435,5,63.077972
-80.509275,6,63.14797
-83.775209,5,63.20197
-76.358874,7,63.279969
-79.61471,6,63.345969
-83.645962,5,63.400969
-81.295144,6,63.46497
-80.547323,6,63.538971
-82.641351,6,63.598969
-80.529433,6,63.656971
-76.605995,7,63.728969
-71.87972,8,63.812969
-71.017453,8,63.888969
-77.628825,7,63.954969
-48.985155,13,64.076971
-53.512734,12,64.195969
-52.802848,13,64.326969
-60.068214,10,64.425969
-56.958469,11,64.536969
-42.615946,14,64.682969
-46.872206,14,64.813969
-49.55148,13,64.932969
-51.967253,12,65.04197
-59.505851,11,65.141969
-50.243964,13,65.260969
-44.944352,14,65.393975
-52.654938,12,65.505983
-59.396905,11,65.609969
-43.38117,14,65.736969
-61.612836,11,65.835969
-48.509439,13,65.953969
-47.156894,13,66.073969
-55.196281,13,66.190969
-33.963339,16,66.338969
-53.716504,12,66.447969
-60.848491,11,66.544969
-51.141655,14,66.669969
-56.102501,11,66.820969
-57.51009,11,66.965969
-52.580585,12,67.12097
-65.069788,9,67.22197
-73.60163,7,67.304969
-61.672882,10,67.424969
-58.999013,11,67.554976
-51.35177,12,67.697969
-58.199894,11,67.847969
-51.9181,12,67.98497
-62.66191,11,68.107969
-55.024751,13,68.260968
-48.755983,13,68.41397
-68.65163,9,68.509969
-68.165816,9,68.606969
-43.192365,14,68.763969
-44.440083,14,68.922969
-47.850777,13,69.056981
-56.171263,12,69.18897
-53.580475,12,69.321976
-62.041229,10,69.433969
-61.220588,10,69.543969
-49.754865,13,69.687969
-48.515124,13,69.81897
-56.907336,11,69.94697
-57.04136,11,70.070969
-68.052501,9,70.165969
-63.946266,10,70.271969
-66.258594,10,70.38897
-47.802414,13,70.521969
-56.986875,11,70.646969
-72.254691,8,70.728969
-70.849903,8,70.818969
-67.450994,9,70.912969
-66.180412,9,71.013969
-58.188164,11,71.135969
-74.815787,7,71.211969
-64.593002,10,71.311969
-66.371404,9,71.324969
-65.994017,9,71.337978
-65.959129,9,71.349969
-63.965849,10,71.36397
-57.996716,11,71.377969
-59.402376,11,71.391969
-61.598021,10,71.40297
-61.415089,10,71.413969
-74.848844,7,71.420969
-61.481171,10,71.431969
-67.008589,9,71.442969
-52.183085,12,71.461178
-61.691729,11,71.477179
-61.241131,10,71.493178
-59.575276,11,71.511179
-70.493899,8,71.525178
-63.935934,10,71.541178
-68.571047,9,71.554178
-47.921119,13,71.574178
-70.53222,8,71.585178
-74.956083,7,71.595178
-66.396019,9,71.60718
-60.878194,10,71.621178
-52.215457,12,71.637179
-65.10777,9,71.649178
-67.689458,9,71.660191
-58.139888,11,71.675178
-57.066152,11,71.691179
-66.956307,9,71.702179
-66.724122,9,71.714178
-64.792881,9,71.724178
-61.648714,10,71.735178
-53.6682,12,71.748178
-58.174343,11,71.761179
-60.511571,11,71.77518
-66.029975,9,71.787178
-65.751499,9,71.799178
-65.602543,9,71.811178
-62.061,10,71.825178
-75.477578,7,71.834178
-65.474485,9,71.846178
-65.212096,9,71.858179
-61.123598,10,71.871178
-52.334449,12,71.888178
-70.677961,8,71.898178
-60.813083,10,71.912178
-57.391139,11,71.927178
-59.239693,11,71.942178
-57.090478,11,71.957178
-66.743707,9,72.064178
-65.358234,9,72.175178
-62.719315,10,72.297183
-66.141039,9,72.40618
-61.46646,10,72.527179
-72.769146,8,72.619178
-50.944404,14,72.783178
-60.866753,10,72.899178
-52.067259,12,73.021179
-62.1042,10,73.136178
-42.990748,14,73.288179
-62.462535,10,73.396178
-66.737836,9,73.488178
-64.64945,9,73.593178
-56.241545,11,73.704178
-42.926993,14,73.863178
-55.833883,11,73.974178
-55.840958,11,74.093179
-60.083284,10,74.188178
-77.835114,6,74.253179
-51.889858,12,74.383178
-50.003928,13,74.530178
-52.354584,12,74.655179
-47.534998,13,74.807178
-33.125879,16,74.986178
-54.209369,13,75.127178
-38.315509,15,75.286178
-61.799249,10,75.398178
-57.798267,11,75.516178
-51.940421,13,75.666178
-35.166426,16,75.839178
-60.396801,10,75.944179
-57.792526,11,76.070179
-65.102392,9,76.175178
-64.840846,10,76.287178
-47.62582,13,76.434178
-51.053133,12,76.570179
-47.138401,14,76.723179
-53.71467,12,76.861179
-70.544418,8,76.953178
-52.83917,12,77.087178
-68.198521,8,77.177179
-64.319172,9,77.276178
-46.032759,13,77.427178
-52.872772,12,77.550177
-48.449306,14,77.702178
-46.21415,13,77.849179
-58.376194,11,77.963178
-54.389368,12,78.095178
-52.887117,12,78.225178
-58.181045,11,78.34119
-51.562098,13,78.495178
-54.74163,11,78.621178
-53.948778,12,78.758178
-48.060987,13,78.901178
-54.652947,12,79.035178
-59.963501,10,79.152178
-53.953646,12,79.286178
-58.794061,11,79.415178
-54.072716,12,79.565178
-56.780778,11,79.695178
-45.91168,14,79.856179
-64.959166,9,79.951178
-43.433219,14,80.109179
-64.196987,9,80.209178
-46.730283,13,80.357178
-44.739533,14,80.51519
-44.414278,14,80.668178
-50.258022,12,80.800178
-55.252304,11,80.906178
-59.941203,11,81.021178
-44.9342,14,81.177178
-50.803538,12,81.300178
-59.208043,11,81.426178
-38.550966,15,81.579178
-56.047318,11,81.699178
-38.064517,15,81.868178
-45.656775,13,82.008178
-37.641961,15,82.167178
-53.370359,13,82.310179
-35.619558,16,82.492178
-51.177479,12,82.630178
-47.05378,13,82.776184
-45.628091,14,82.922184
-72.547216,8,83.006178
-44.328662,14,83.164179
-60.918113,10,83.276178
-50.10104,13,83.423178
-37.383901,15,83.581178
-41.113406,15,83.735178
-57.495269,11,83.888178
-44.645346,14,84.454178
-34.716095,16,84.637178
-42.446327,14,84.792179
-33.200385,16,84.969178
-41.914844,14,85.111178
-42.489724,14,85.244178
-57.176347,11,85.348178
-59.00087,12,85.465178
-50.705594,12,85.580178
-58.797542,11,85.685178
-52.313219,12,85.800178
-47.597175,13,85.923178
-47.418852,13,86.051178
-50.332921,13,86.173178
-47.552464,13,86.297178
-37.229965,15,86.439178
-51.851318,12,86.557178
-55.359842,11,86.664178
-39.206832,15,86.804178
-55.491927,11,86.906178
-47.085206,13,87.032178
-58.860103,12,87.146178
-58.700689,11,87.252178
-50.740774,13,87.375178
-57.78868,11,87.486178
-38.153918,15,87.629178
-51.335179,12,87.743178
-55.118845,11,87.847179
-55.310979,11,87.953178
-72.420783,7,88.022178
-32.969836,16,88.173179
-50.931784,13,88.302178
-55.916087,11,88.413178
-59.136979,10,88.511181
-49.990315,13,88.635179
-57.623214,11,88.738179
-44.473545,14,88.896178
-42.455431,14,89.046194
-52.625897,12,89.18319
-56.13178,11,89.310178
-55.67861,11,89.43319
-52.342413,12,89.561178
-45.916703,14,89.718178
-60.946322,10,89.84318
-54.140286,12,89.977178
-56.941882,12,90.108178
-47.659303,14,90.270179
-51.569178,12,90.435178
-48.583225,14,90.596178
-44.689184,14,90.748178
-55.25866,12,90.870178
