#{"t_start": 1709071621.5749865, "env_id": "None"}
r,l,t
-10108.005,7,16.23607
-10049.188,4,16.27307
-10000.0,1,16.297075
-10027.495,3,16.30507
-10104.181,6,16.323073
-10000.0,1,16.353075
-10018.258,2,16.36407
-10065.451,4,16.377072
-10000.0,1,16.39807
-10073.44,6,16.40607
-10112.041,6,16.44307
-10055.5625,6,16.47707
-10011.19,3,16.51107
-10042.94,3,16.53007
-10069.823,4,16.54907
-10033.113,3,16.57007
-10027.389,3,16.58907
-10000.0,1,16.60507
-10029.741,3,16.61607
-10000.0,1,16.632071
-10000.0,1,16.639071
-10019.463,2,16.64507
-10000.0,1,16.656075
-10021.213,2,16.66607
-10057.179,4,16.68007
-10081.552,5,16.70307
-10031.732,3,16.73207
-10000.0,1,16.75107
-10105.638,6,16.759063
-10015.975,2,16.79307
-10000.0,1,16.805074
-10022.706,3,16.81407
-10033.199,4,16.83107
-10023.844,2,16.85207
-10050.292,4,16.86707
-10049.799,4,16.89007
-10039.265,3,16.91307
-10063.185,6,16.93607
-10047.846,3,16.97107
-10057.136,5,16.98807
-10016.986,2,17.01607
-10019.672,2,17.02807
-10042.507,5,17.044066
-10032.604,3,17.07107
-10000.0,1,17.08907
-10033.87,3,17.09507
-10000.0,1,17.11807
-10020.347,2,17.12307
-10045.577,3,17.13707
-10000.0,1,17.15607
-10116.138,6,17.16707
-10000.0,1,17.198075
-10000.0,1,17.20607
-10050.663,5,17.213073
-10080.474,5,17.247072
-10000.0,1,17.270077
-10041.521,5,17.28207
-10043.746,4,17.310071
-10019.236,2,17.333071
-10055.484,5,17.34807
-10000.0,1,17.37707
-10020.221,2,17.382071
-10020.972,2,17.39607
-10016.589,2,17.40607
-10081.299,5,17.42007
-10000.0,1,17.447071
-10000.0,1,17.45507
-10019.797,2,17.46507
-10042.254,4,17.47807
-10047.935,3,17.50107
-10092.14,6,17.52107
-10000.0,1,17.55307
-10000.0,1,17.561067
-10000.0,1,17.565075
-10018.515,2,17.576073
-10000.0,1,17.58607
-10042.184,3,17.592073
-10049.617,4,17.61107
-10007.313,2,17.63507
-10065.01,5,17.64907
-10064.21,5,17.678062
-10023.684,5,17.70918
-10039.867,4,17.73707
-10088.522,5,17.76107
-10058.375,4,17.79507
-10068.689,4,17.81707
-10000.0,1,17.839071
-10000.0,1,17.844075
-10043.136,5,17.85407
-10000.0,1,17.879064
-10037.578,3,17.89007
-10059.944,4,17.90707
-10046.331,5,17.93107
-10070.15,7,17.96507
-10014.728,2,18.004073
-10088.663,6,18.019073
-10019.931,2,18.05007
-10000.0,1,18.062071
-10029.473,4,18.07307
-10000.0,1,18.09407
-10000.0,1,18.099075
-10069.036,4,18.109064
-10000.0,1,18.13707
-10048.186,3,18.14407
-10026.563,4,18.16307
-10062.841,5,18.18607
-10000.0,1,18.21407
-10000.0,1,18.22107
-10027.639,3,18.22707
-10042.529,4,18.24607
-10016.355,2,18.27207
-10073.669,6,18.28707
-10000.0,1,18.319071
-10030.6045,3,18.325063
-10031.031,3,18.34507
-10062.163,6,18.36307
-10015.496,2,18.398071
-10041.807,3,18.41007
-10068.99,6,18.43407
-10019.469,2,18.46707
-10061.58,6,18.481072
-10018.939,2,18.513072
-10136.126,7,18.53207
-10000.0,1,18.566075
-10055.245,3,18.576073
-10020.199,2,18.58907
-10064.844,6,18.60607
-10000.0,1,18.63907
-10057.592,5,18.65007
-10039.487,3,18.67907
-10035.485,3,18.70007
-10000.0,1,18.71607
-10000.0,1,18.72307
-10042.14,3,18.730072
-10055.374,5,18.75407
-10058.192,3,18.78007
-10065.697,5,18.80207
-10000.0,1,18.829083
-10031.56,3,18.84007
-10000.0,1,18.85507
-10000.0,1,18.863073
-10016.356,3,18.86907
-10000.0,1,18.88807
-10039.212,3,18.895072
-10018.938,2,18.912071
-10019.613,2,18.92307
-10031.749,3,18.93707
-10082.938,6,18.95507
-10013.999,2,18.98607
-10000.0,1,18.99707
-10040.964,3,19.008075
-10049.561,4,19.024072
-10000.0,1,19.044067
-10043.3955,3,19.05307
-10000.0,1,19.070074
-10000.0,1,19.085067
-10036.285,5,19.096152
-10042.794,4,19.128138
-10029.291,3,19.159071
-10021.123,2,19.175079
-10012.104,2,19.18707
-10069.702,5,19.20107
-10027.082,2,19.23207
-10018.063,2,19.24507
-10000.0,1,19.25507
-10048.824,3,19.26207
-10000.0,1,19.28307
-10071.238,7,19.291071
-10050.095,3,19.33007
-10058.19,4,19.34607
-10019.899,2,19.36907
-10000.0,1,19.380075
-10035.27,3,19.38907
-10028.8955,3,19.40607
-10039.254,4,19.42707
-10091.314,6,19.451074
-10045.14,3,19.483071
-10021.666,2,19.49807
-10019.3955,2,19.51207
-10045.279,3,19.52307
-10028.926,4,19.54407
-10044.29,3,19.56707
-10017.53,2,19.58507
-10083.3125,7,19.60007
-10061.104,4,19.64007
-10000.0,1,19.66207
-10039.066,4,19.670073
-10000.0,1,19.693071
-10067.605,5,19.70307
-10017.066,2,19.72807
-10015.325,2,19.741071
-10052.614,4,19.75507
-10033.171,3,19.77907
-10039.941,3,19.799071
-10022.067,2,19.817071
-10053.389,4,19.83007
-10016.346,2,19.85407
-10000.0,1,19.866071
-10000.0,1,19.876071
-10056.23,4,19.88307
-10015.435,2,19.90407
-10000.0,1,19.915075
-10007.181,2,19.926071
-10052.615,5,19.939071
-10063.496,4,19.96507
-10038.389,3,19.98807
-10000.0,1,20.008074
-10074.694,4,20.01507
-10035.109,3,20.03807
-10049.325,4,20.06007
-10022.476,2,20.08507
-10000.0,1,20.09507
-10046.072,3,20.10107
-10110.664,6,20.12207
-10042.2,3,20.160065
-10012.211,3,20.17807
-10052.858,6,20.19907
-10076.368,5,20.23407
-10062.964,5,20.264071
-10014.191,3,20.29507
-10000.0,1,20.30907
-10056.95,5,20.31907
-10043.35,4,20.34907
