#{"t_start": 1709111915.0203152, "env_id": "None"}
r,l,t
-0.401468,3,7.501756
-0.686234,5,7.509756
-0.393834,2,7.513756
-0.54355,5,7.521756
-0.386388,3,7.525756
-0.35,1,7.527756
-0.564499,5,7.535757
-0.357784,3,7.539756
-0.406675,3,7.544782
-0.35,1,7.546756
-0.35,1,7.548756
-0.35,1,7.55082
-0.35,1,7.552756
-0.35,1,7.553756
-0.502459,5,7.562757
-0.550383,7,7.573757
-0.559121,5,7.581756
-0.369184,2,7.584756
-0.435862,4,7.590757
-0.378356,2,7.594763
-0.35,1,7.595756
-0.35,1,7.597757
-0.494295,5,7.605757
-0.588304,5,7.614759
-0.475681,3,7.619759
-0.638279,4,7.626759
-0.590676,7,7.638759
-0.413269,3,9.33777
-0.35,1,9.339768
-0.666475,8,9.35377
-0.35,1,9.355769
-0.409633,2,9.358769
-0.469238,3,9.364769
-0.672762,7,9.376769
-0.35,1,9.378769
-0.370124,2,9.381769
-0.35,1,9.383771
-0.38049,4,9.39077
-0.35,1,9.39277
-0.35,1,9.394769
-0.35,1,9.39577
-0.4683,4,9.402781
-0.68549,6,9.412769
-0.568013,6,9.423769
-0.366047,2,9.42677
-0.40154,2,9.43077
-0.474302,4,9.43677
-0.35,1,9.438782
-0.590649,6,9.448771
-0.447618,2,9.451782
-0.414857,4,9.45777
-0.35,1,9.45977
-0.417607,2,9.46377
-0.356549,2,9.46677
-0.361797,2,9.469786
-0.389149,2,9.47277
-0.46032,4,9.47977
-0.35,1,9.48077
-0.477725,3,9.48577
-0.640751,7,9.49777
-0.461265,6,9.507771
-0.448807,2,9.510771
-0.464158,5,9.518771
-0.444763,3,9.52377
-0.429774,2,9.526771
-0.40215,3,9.53177
-0.366347,3,9.536771
-0.532985,4,9.543769
-0.35,1,9.545788
-0.397553,5,9.553771
-0.35,1,9.555771
-0.40312,2,9.558771
-0.68226,10,9.575778
-0.478867,4,9.582771
-0.441466,3,9.587792
-0.790607,8,9.601783
-0.35,1,9.603771
-0.395356,3,9.608771
-0.35,1,9.609783
-0.50101,7,9.620771
-0.46865,3,9.626771
-0.358321,2,9.630771
-0.371261,3,9.635772
-0.369139,2,9.639771
-0.678588,6,9.648771
-0.442678,2,9.652771
-0.53756,7,9.663771
-0.461586,3,9.668771
-0.480707,3,9.675772
-0.610728,5,9.687771
-0.35,1,9.689771
-0.524016,3,9.696771
-0.403923,2,9.701772
-0.427951,4,9.710771
-0.35,1,9.712789
-0.375577,2,9.717772
-0.372204,2,9.721772
-0.366395,2,9.725783
-0.462242,5,9.736772
-0.414433,2,9.740772
-0.35,1,9.742784
-0.414896,2,9.747772
-0.385722,3,9.753772
-0.397949,3,9.759784
-0.380287,3,9.765772
-0.35,1,9.767784
-0.476962,5,9.778772
-0.475717,6,9.790772
-0.386593,2,9.795772
-0.422414,2,9.799772
-0.509881,3,9.805784
-0.37042,3,9.812772
-0.390162,2,9.816772
-0.394663,2,9.820773
-0.35,1,9.822773
-0.398767,4,9.829772
-0.424246,4,9.837773
-0.375022,2,9.841773
-0.479327,6,9.854773
-0.467312,3,9.860773
-0.361955,2,9.865773
-0.35,1,9.867773
-0.35,1,9.869773
-0.415913,3,9.875773
-0.375066,5,9.885773
-0.404145,2,9.889773
-0.35,1,9.892773
-0.550337,6,9.906773
-0.514952,5,9.916773
-0.384621,4,9.925773
-0.46251,3,9.931773
-0.421565,5,9.941773
-0.468925,2,9.946773
-0.488945,7,9.960774
-0.39582,3,9.966774
-0.50474,5,9.976773
-0.710878,6,9.989774
-0.38822,3,9.995773
-0.35,1,9.997774
-0.461673,5,10.008774
-0.35,1,10.010774
-0.430196,2,10.014774
-0.548591,7,10.029773
-0.362314,3,10.035774
-0.426873,2,10.039774
