#{"t_start": 1709507286.2286575, "env_id": "None"}
r,l,t
-83.051099,6,15.158068
-83.950946,6,15.188071
-85.336424,6,15.221068
-93.602155,4,15.252062
-92.362033,4,15.275075
-93.088082,5,15.298073
-90.584146,5,15.328135
-92.171526,4,15.351068
-90.40784,5,15.370068
-91.387259,4,15.394068
-92.465222,5,15.416063
-86.226133,6,15.440068
-90.29429,5,15.467068
-88.296229,6,15.492068
-87.227547,5,15.522068
-91.131634,6,15.546068
-81.774469,6,15.573068
-84.533573,7,15.602068
-88.2378,5,15.636069
-91.483602,5,15.657068
-85.678911,6,15.683068
-86.670874,6,15.710068
-82.79147,6,15.739068
-89.412975,5,15.766068
-92.500777,5,15.787068
-93.869338,5,15.811068
-86.792044,6,15.835068
-91.974918,4,15.861068
-89.479569,5,15.880068
-87.863923,4,15.904071
-83.000509,6,15.925068
-90.269239,5,15.95207
-89.700846,5,15.973068
-90.983007,5,15.99907
-90.330964,4,16.022068
-88.839098,5,16.041068
-91.815418,5,16.066061
-92.137664,5,16.087068
-90.543327,5,16.113069
-90.298781,5,16.134068
-89.570106,4,16.159069
-87.640481,4,16.177068
-89.463599,6,16.199068
-91.841941,5,16.225068
-89.315089,6,16.247068
-87.559396,5,16.275068
-95.307481,4,16.300068
-87.966803,5,16.319061
-84.393037,5,16.340068
-91.027229,5,16.36407
-94.188663,4,16.387068
-91.651501,4,16.405068
-89.775007,5,16.424068
-92.518447,4,16.448068
-91.555297,4,16.467068
-89.552945,5,16.486068
-93.052487,4,16.508068
-90.481871,4,16.527068
-87.951403,5,16.548068
-89.52707,5,16.573069
-91.881584,4,16.594068
-89.49017,5,16.613068
-93.075382,5,16.639068
-93.065453,5,16.661068
-90.956575,5,16.68506
-90.849761,5,16.70706
-89.753732,5,16.73306
-90.891504,6,16.75806
-89.761745,5,16.789061
-87.735923,6,16.818062
-88.574258,6,16.851074
-92.035638,4,16.880062
-89.585656,5,16.902062
-91.922015,5,16.927062
-82.805889,6,16.974061
-89.689504,5,17.008068
-87.108745,5,17.035061
-92.740013,4,17.062068
-92.600643,5,17.085064
-89.985823,5,17.110068
-88.768261,5,17.137061
-88.805193,5,17.162069
-85.637133,6,17.191068
-86.865382,6,17.223069
-86.633327,5,17.251087
-83.606769,7,17.277068
-85.959,6,17.316061
-89.482099,6,17.348071
-88.096525,6,17.378068
-69.417277,8,17.410068
-85.123803,7,17.452062
-86.958778,6,17.485063
-89.067765,6,17.515069
-87.096285,5,17.54607
-85.679959,5,17.574074
-92.970482,4,17.596066
-87.816255,5,17.616061
-89.734668,5,17.644068
-94.170865,4,17.669071
-84.389664,6,17.692071
-90.481892,6,17.723069
-89.562749,5,17.753061
-86.243393,6,17.781061
-88.375095,6,17.813068
-86.296255,6,17.843068
-87.999823,6,17.875068
-86.348889,6,17.907068
-77.446677,7,17.938068
-86.547544,6,17.971068
-84.422061,6,17.999068
-80.25295,7,18.031074
-79.991861,7,18.065061
-75.130855,8,18.101071
-84.435186,6,18.138069
-83.575348,6,18.168061
-85.457603,6,18.196071
-87.336469,7,18.225068
-84.877451,6,18.258068
-81.213573,6,18.289068
-82.479289,7,18.318068
-79.33562,7,18.349068
-82.626432,7,18.383069
-78.608252,7,18.416068
-81.79549,6,18.449068
-87.454623,7,18.479068
-84.290591,7,18.514061
-86.108096,7,18.556068
-86.684277,5,18.589069
-88.816628,5,18.616068
-88.656685,6,18.640071
-86.625002,5,18.674068
-90.900424,5,18.701062
-84.764377,6,18.728068
-91.053363,5,18.758068
-90.609198,5,18.786068
-89.288927,6,18.808068
-90.758936,6,18.836062
-83.046467,5,18.865068
-87.864544,6,18.891068
-82.984874,7,18.920068
-81.763718,6,18.950068
-83.357472,6,18.978068
-86.265625,5,19.007068
-78.737912,8,19.033068
-84.297569,7,19.07006
-88.155813,5,19.10107
-90.170926,5,19.126068
-82.007005,7,19.149068
-90.714272,5,19.182068
-90.543708,5,19.203068
-88.347865,7,19.231068
-87.970977,4,19.259071
-93.254066,4,19.277068
-80.999413,6,19.298068
-84.85315,6,19.327068
-89.866035,5,19.354068
-90.541412,6,19.379068
-85.291682,6,19.407068
-84.138552,7,19.437068
-91.614239,4,19.465068
-83.527891,6,19.485068
-90.106516,5,19.513068
-75.624308,6,19.539068
-80.752293,6,19.567068
-92.270281,5,19.594068
-80.045735,6,19.616068
-90.822906,5,19.644068
-90.778658,4,19.668068
-89.973156,6,19.687068
-92.785951,5,19.715068
-83.204259,6,19.739074
-88.682431,5,19.765068
-85.442017,5,19.789068
-83.993693,6,19.812068
-77.456897,6,19.840068
-86.038156,5,19.867068
-90.396939,4,19.891068
-89.336043,5,19.910068
-88.263116,4,19.932068
-81.434339,6,19.952068
-91.250452,4,19.978068
-88.818413,5,19.997068
-91.228316,5,20.022068
-86.464828,5,20.043068
-89.752265,5,20.069068
-93.810558,4,20.090068
-91.777383,4,20.111068
-89.459605,5,20.130068
-86.860983,5,20.154068
-92.643339,4,20.175068
-91.755001,5,20.195068
-92.826257,4,20.219068
-84.849447,5,20.238068
-81.012173,7,20.261068
-86.676169,5,20.295068
-81.805115,7,20.318068
-84.965081,6,20.350068
-85.794843,6,20.377068
-80.908156,7,20.407074
-88.729253,6,20.437068
-80.91318,8,20.466068
-88.6939,6,20.501068
-88.718362,6,20.530071
-81.799638,6,20.557069
-79.960423,6,20.585068
-78.133336,8,20.614068
-77.552307,7,20.652068
-85.241258,7,20.685068
-82.985781,6,20.715068
-90.424213,5,20.74207
-85.487132,6,20.769068
-73.839249,7,20.797068
-84.694566,6,20.826068
-89.068964,6,20.854071
-80.568641,6,20.882068
-91.373772,5,20.909068
-86.149307,5,20.933068
-90.320352,5,20.955068
-80.57961,7,20.98207
-84.181843,6,21.012068
-88.047998,6,21.039068
-85.887448,7,21.067068
-93.624636,4,21.100068
-89.095828,6,21.122068
-91.302725,5,21.149068
-74.400757,8,21.172067
-89.845674,5,21.208068
-87.076933,5,21.232068
-89.274229,5,21.254068
-86.285385,6,21.279068
-94.72642,4,21.307068
-85.407164,6,21.327068
-85.74657,6,21.355068
-92.918887,5,21.382069
-88.302405,6,21.407069
-85.250666,5,21.435069
-92.716773,5,21.459071
-93.112955,5,21.481061
-87.915698,7,21.508068
-91.363345,5,21.538068
-89.949701,5,21.562068
-93.099086,5,21.584068
-83.180675,6,21.611068
-87.426314,6,21.638068
-85.584293,7,21.66707
-91.855422,4,21.670069
-89.968217,5,21.673068
-88.706025,6,21.677061
-91.324355,5,21.681068
-88.813232,5,21.684069
-92.582841,4,21.68606
-90.881091,6,21.690068
-92.659862,4,21.693068
-88.785789,6,21.69707
-90.232762,5,21.700068
-93.080725,5,21.703068
-78.6928,6,21.70706
-85.428526,6,21.711068
-90.168558,4,21.714068
-90.831967,7,21.719068
-92.012602,5,21.72206
-88.515484,5,21.725061
-90.401906,5,21.728068
-88.077179,5,21.732062
-91.367123,6,21.736069
-84.976323,7,21.741069
-86.117258,6,21.745068
-87.81583,5,21.74907
-92.789757,5,21.752069
-91.611551,4,21.755068
-90.207378,6,21.759069
-86.03855,6,21.76307
-91.891241,5,21.766068
-88.295821,6,21.771071
-85.725316,6,21.775068
-90.206232,5,21.779071
-92.745524,5,21.782071
-79.370796,7,21.78706
-89.436086,5,21.79107
-87.834672,5,21.795061
-91.407805,4,21.797061
-94.491388,4,21.800066
-91.841885,6,21.804067
-95.925569,4,21.80706
-77.384122,8,21.813068
-91.013837,6,21.81707
-94.620033,4,21.820061
-95.919994,4,21.823069
-80.222907,7,21.828061
-92.621704,4,21.831072
-85.208808,6,21.835069
-86.22133,6,21.840069
-82.482224,8,21.84607
-90.388152,5,21.849071
-86.535027,6,21.967063
-85.051051,7,22.010068
-92.693255,4,22.042068
-92.043394,5,22.061068
-84.102016,6,22.092061
-89.107744,6,22.124061
-84.657876,7,22.158061
-72.672309,8,22.192061
-91.528955,5,22.231061
-95.204708,5,22.25807
-85.955212,7,22.284068
-89.566698,5,22.317062
-91.028087,4,22.342061
-90.372517,5,22.364062
-85.848828,6,22.394068
-87.214871,6,22.427087
-86.970898,8,22.460061
-79.156133,7,22.499071
-87.100298,6,22.536066
-87.314146,6,22.566061
-85.40912,5,22.598069
-82.23293,7,22.628068
-91.186033,5,22.663068
-90.461698,5,22.690068
-86.513919,6,22.714061
-93.062376,4,22.741068
-90.269341,5,22.763068
-88.561377,5,22.789063
-90.438436,5,22.813068
-89.861607,5,22.838068
-94.003734,4,22.862068
-90.451003,5,22.882068
-90.381065,5,22.908068
-89.322119,5,22.931068
-88.01111,6,22.95907
-83.435795,7,22.989068
-88.873728,5,23.021068
-91.669554,5,23.047062
-85.771103,6,23.073061
-90.347368,6,23.105069
-86.204164,6,23.13606
-86.022879,5,23.167061
-86.5512,6,23.198072
-76.819803,6,23.228068
-88.711585,5,23.259068
-83.831536,7,23.285061
-88.527996,5,23.323068
-90.985291,5,23.348072
-92.664077,5,23.375068
-89.112707,5,23.397061
-88.353328,4,23.42306
-93.023657,4,23.443068
-89.930899,4,23.462068
-90.696458,5,23.482061
-90.932927,5,23.506068
-93.035868,5,23.530061
-89.649297,6,23.555068
-88.697952,5,23.585061
-88.643993,6,23.61606
-89.569328,5,23.646071
-92.901444,4,23.67007
-84.066317,5,23.691068
-88.612555,6,23.72007
-87.614224,6,23.751061
-92.629479,5,23.78107
-91.408469,5,23.807068
-87.766688,6,23.837061
-85.807139,6,23.867069
-83.977138,6,23.899071
-91.157013,4,23.929068
-91.950169,5,23.953076
-86.170953,5,23.976068
-86.928909,6,24.004071
-92.66168,5,24.032068
-89.24978,5,24.056068
-88.222896,5,24.081061
-92.111691,4,24.107061
-87.454478,5,24.128061
-83.60687,6,24.156061
-88.821403,6,24.18606
-86.748136,6,24.217061
-84.346367,6,24.24507
-89.119421,5,24.27406
-89.89628,5,24.29606
-82.884664,7,24.325061
-90.427084,5,24.355061
-89.352866,6,24.382061
-88.723768,5,24.41006
-89.861316,5,24.434072
-81.848847,6,24.461061
-91.652578,4,24.491069
-77.850923,7,24.514061
-77.80474,7,24.550061
-85.896612,5,24.589061
-90.823101,6,24.616062
-89.574143,5,24.646071
-85.829022,7,24.67406
-81.061079,7,24.70906
-90.747067,6,24.745071
-87.984966,6,24.773071
-71.577612,8,24.803071
-90.610683,5,24.842061
-82.697522,7,24.868069
-84.106045,7,24.907061
-79.272439,7,24.950133
-89.210105,5,24.989061
-90.310573,5,25.018061
-84.729389,6,25.047061
-90.808825,5,25.078072
-83.466487,7,25.105064
-82.09184,7,25.145061
-84.583997,6,25.18006
-85.845169,6,25.214061
-88.258844,6,25.273075
-87.796602,5,25.309068
-78.792139,7,25.34107
-81.724951,6,25.376068
-89.117084,5,25.408068
-84.947356,5,25.439072
-86.478151,5,25.463068
-85.194233,5,25.493061
-89.493145,5,25.519062
-82.924801,5,25.54906
-89.711768,5,25.574061
-89.388687,7,25.606068
-93.055234,4,25.637068
-85.963907,5,25.658068
-92.4397,5,25.68306
-87.298815,5,25.706068
-92.908294,5,25.730071
-89.768347,5,25.754068
-93.196334,4,25.777061
-91.72702,4,25.797065
-82.062777,6,25.817061
-93.889147,4,25.846069
-92.254472,4,25.868068
-90.205078,5,25.89006
-92.209911,4,25.91608
-93.214192,4,25.939068
-87.619613,6,25.962068
-91.021483,5,25.992069
-90.283137,5,26.018068
-88.506805,5,26.045068
-82.613047,6,26.073068
-77.44482,6,26.103069
-89.274755,5,26.132069
-82.84279,6,26.157068
-82.875181,6,26.185068
-87.578861,5,26.212068
-85.913335,5,26.237068
-88.754457,6,26.262068
-83.936338,5,26.290068
-83.509183,6,26.316068
-90.791844,5,26.344068
-78.296223,7,26.369068
-87.568341,6,26.401068
-89.498746,5,26.428068
-91.651441,5,26.451074
-92.43398,4,26.478068
-88.495188,6,26.50007
-89.917756,5,26.531069
-85.437763,7,26.557069
-91.34855,5,26.598061
-90.171439,5,26.622071
-89.192248,6,26.650069
-91.597222,5,26.681062
-83.602333,6,26.709068
-80.781925,7,26.741068
-81.965367,8,26.779068
-88.440089,4,26.817068
-88.425639,5,26.841068
-90.715193,5,26.86607
-90.621616,5,26.894072
-85.623683,6,26.918062
-89.038921,5,26.950069
-87.880587,5,26.977068
-87.65056,6,27.001068
-92.70689,4,27.031063
-86.689554,5,27.054062
-84.894849,5,27.082071
-92.181307,4,27.105069
-83.408916,6,27.127068
-74.263424,7,27.160068
-85.149566,7,27.198081
-85.119982,6,27.232061
-90.212314,5,27.26107
-90.08176,5,27.291069
-89.668622,6,27.317062
-84.735606,5,27.347061
-86.560886,4,27.373068
-90.094771,4,27.393068
-91.778292,6,27.413068
-88.831982,5,27.439069
-78.31448,8,27.463068
-91.983732,6,27.500068
-72.613208,8,27.529068
-83.256198,7,27.564071
-81.350522,7,27.60006
-86.405741,5,27.634061
-82.887609,7,27.66107
-91.147454,5,27.691068
-91.759834,5,27.716073
-90.476328,5,27.740062
-94.177807,4,27.767061
-90.316202,5,27.787069
-88.339221,5,27.810068
-88.565203,4,27.836069
-91.131928,5,27.856071
-92.543707,5,27.879069
-92.947443,4,27.904068
-90.802141,4,27.924069
-92.942455,5,27.944068
-90.086235,5,27.967068
-90.951234,5,27.994071
-92.856941,4,28.017068
-94.598145,4,28.036068
-91.969692,5,28.055068
-90.443617,4,28.079068
-93.70476,5,28.100062
-86.443118,6,28.123068
-92.273204,5,28.150068
-91.633256,4,28.174068
-85.457911,5,28.195068
-90.280112,6,28.218072
-89.540128,5,28.24506
-85.989118,6,28.27107
-79.578263,6,28.302072
-85.159363,5,28.334061
-87.452059,5,28.357062
-89.29147,6,28.384068
-86.377385,5,28.414061
-88.481721,5,28.442064
-93.506517,4,28.471069
-88.837065,7,28.49507
-87.02783,6,28.532062
-88.841562,5,28.561068
-87.162838,6,28.586061
-80.926898,6,28.615072
-84.335514,5,28.645071
-90.392474,5,28.67007
-88.165967,5,28.694071
-86.522399,5,28.718068
-76.444852,7,28.747062
-89.623346,5,28.778068
-88.895311,6,28.803068
-75.56345,7,28.833062
-77.978229,7,28.866068
-71.672372,9,28.902068
-83.063932,7,28.94206
-87.377726,7,28.976068
-84.31716,6,29.008068
-85.072072,6,29.038064
-88.797906,5,29.066061
-89.650178,6,29.091061
-91.202418,6,29.12207
-89.791657,6,29.151068
-87.380173,7,29.18006
-89.285611,5,29.210068
-85.703172,5,29.241068
-85.145291,6,29.26407
-86.625767,6,29.292068
-85.007231,7,29.321068
-90.230098,5,29.357068
-87.910101,5,29.379071
-82.895398,7,29.405068
-85.600535,5,29.435068
-87.203346,6,29.462068
-85.820402,6,29.490061
-81.043344,7,29.519068
-86.886677,5,29.548068
-85.863112,6,29.576068
-89.171333,6,29.604068
-92.658466,4,29.630068
-91.471994,5,29.649068
-90.193647,5,29.673068
-86.709237,6,29.698061
-90.454018,5,29.725068
-85.21115,5,29.747068
-84.958667,5,29.772068
-87.800525,6,29.795069
-92.678627,4,29.821068
-89.096315,6,29.841068
-93.26965,5,29.869068
-87.362948,6,29.894068
-89.196292,5,29.921068
-94.522961,4,29.942068
-90.266848,5,29.962068
-93.131437,4,29.986072
-85.516986,6,30.00607
-93.24171,5,30.033068
-85.285336,5,30.056068
-90.290507,4,30.079068
-89.031614,4,30.098075
-92.567548,5,30.117072
-90.584114,5,30.140068
-86.272393,5,30.16406
-91.90818,4,30.185068
-88.986789,5,30.204068
-89.152293,5,30.230074
-90.170098,4,30.251068
-85.950328,4,30.270068
-86.265217,6,30.289068
-89.672012,5,30.318068
-83.908728,6,30.344068
-82.346341,8,30.373068
-86.530678,6,30.408068
-85.926239,6,30.437061
-80.558774,8,30.468068
-77.257193,7,30.505068
-86.035895,7,30.537071
-87.425967,6,30.571068
-86.8738,6,30.599068
-87.65603,6,30.626068
-83.019344,6,30.655068
-85.037173,6,30.685068
-79.463439,7,30.713068
-84.045891,7,30.743068
-80.714004,6,30.776068
-85.173597,6,30.805068
-82.114281,8,30.834068
-78.421624,7,30.870068
-77.522119,8,30.901068
-81.33234,7,30.939068
-71.830283,9,30.974071
-74.847402,9,31.013068
-75.407883,9,31.058068
-68.41843,9,31.10106
-87.95153,6,31.142068
-70.43558,9,31.171068
-85.056283,6,31.210068
-76.883926,8,31.240068
-61.664023,9,31.277071
-80.432297,9,31.320068
-76.020601,8,31.358071
-75.907106,8,31.396068
-76.204083,9,31.434068
-84.663157,7,31.475068
-67.399058,9,31.507068
-77.791016,7,31.552068
-86.675175,7,31.584068
-90.290553,6,31.618068
-75.435893,8,31.647061
-75.477737,10,31.686072
-83.559659,6,31.729068
-69.911254,10,31.759068
-80.998465,6,31.802069
-85.937188,6,31.831069
-86.960215,5,31.858068
-74.553524,8,31.88207
-90.571244,5,31.916068
-85.294944,5,31.942068
-77.912124,7,31.966068
-83.760518,7,32.000068
-87.257448,6,32.030061
-77.458297,8,32.062068
-82.128626,6,32.097068
-85.487793,6,32.125068
-91.065424,5,32.152069
-83.54348,7,32.179068
-88.231859,5,32.208121
-84.766348,7,32.234068
-88.376632,5,32.263068
-83.425679,6,32.290068
-84.111723,6,32.317068
-83.070615,6,32.344069
-86.878874,5,32.371068
-86.664367,5,32.39507
-82.6396,6,32.423068
-87.734771,5,32.451116
-88.893373,5,32.474066
-85.812789,5,32.501061
-93.42248,5,32.524068
-88.407722,5,32.548061
-79.547585,6,32.571068
-88.575882,5,32.601068
-88.532785,5,32.626068
-95.002412,4,32.647068
-84.374653,6,32.667068
-89.406447,4,32.695081
-88.094958,5,32.714071
-91.566619,4,32.737068
-94.289156,5,32.756068
-90.627523,4,32.779068
-83.531406,6,32.799068
-90.2033,6,32.826068
-90.269021,5,32.853068
-87.016824,5,32.878068
-93.037565,4,32.899068
-86.960886,7,32.920068
-84.059085,5,32.951068
-89.276824,7,32.976068
-84.863847,5,33.008068
-87.179826,6,33.032071
-83.344784,5,33.059068
-88.865087,6,33.087069
-84.739584,6,33.115069
-88.957367,5,33.143069
-79.932445,7,33.16606
-57.228684,9,33.204068
-72.342949,9,33.24806
-77.775561,8,33.289068
-82.659584,8,33.326068
-86.573569,6,33.362068
-76.111987,7,33.390068
-80.711977,7,33.421068
-85.219747,7,33.45707
-87.453342,7,33.490068
-89.34042,6,33.52307
-77.505475,8,33.55306
