#{"t_start": 1709071840.7191947, "env_id": "None"}
r,l,t
-10056.427,5,5.816937
-10025.104,2,5.821937
-10058.312,4,5.828953
-10017.866,4,5.835938
-10021.086,2,5.839936
-10080.277,6,5.850937
-10031.304,3,5.855937
-10045.608,3,5.860937
-10000.0,1,5.86294
-10000.0,1,5.86494
-10016.427,2,5.868937
-10020.763,2,5.871937
-10019.853,2,5.875937
-10068.969,5,5.884939
-10024.306,2,5.888937
-10040.033,3,5.893937
-10000.0,1,5.894938
-10057.174,6,5.905937
-10015.399,2,5.908937
-10042.019,3,5.913937
-10023.539,3,5.919939
-10000.0,1,5.921937
-10000.0,1,5.922941
-10053.468,4,5.929937
-10023.165,2,5.933937
-10050.45,4,5.941937
-10030.947,3,5.946937
-10000.0,1,5.948931
-10042.821,3,5.953937
-10000.0,1,5.955937
-10000.0,1,5.957937
-10000.0,1,5.958936
-10000.0,1,5.960937
-10059.902,6,5.971937
-10033.901,3,5.976937
-10044.709,4,5.984941
-10073.826,6,5.995937
-10024.894,3,6.001937
-10000.0,1,6.003937
-10030.545,3,6.008937
-10062.348,4,6.01594
-10020.439,2,6.018937
-10024.232,2,6.022941
-10084.387,6,6.032948
-10029.908,3,6.038937
-10021.416,2,6.041937
-10026.116,7,6.054939
-10041.263,3,6.059937
-10000.0,1,6.061937
-10022.584,3,6.066937
-10044.741,3,6.071936
-10079.588,6,6.082942
-10039.9375,3,6.087938
-10014.831,2,6.091937
-10038.592,3,6.096937
-10000.0,1,6.098931
-10030.818,5,6.107937
-10018.91,2,6.110937
-10073.518,6,6.121937
-10047.17,4,6.128937
-10000.0,1,6.13093
-10052.8125,4,6.138937
-10000.0,1,6.140937
-10000.0,1,6.141937
-10061.638,6,6.152945
-10051.675,5,6.161937
-10000.0,1,6.162941
-10071.443,7,6.175939
-10000.0,1,6.177937
-10060.299,4,6.184939
-10000.0,1,6.186937
-10036.976,4,6.193937
-10000.0,1,6.195937
-10055.427,4,6.20294
-10067.507,6,6.21294
-10025.101,3,6.218936
-10020.665,2,6.222944
-10000.0,1,6.223937
-10000.0,1,6.225937
-10048.811,6,6.236937
-10000.0,1,6.238938
-10064.448,6,6.249937
-10000.0,1,6.251938
-10058.635,6,6.26294
-10017.646,2,6.267937
-10017.218,3,6.272944
-10081.113,6,6.283937
-10062.79,7,6.295937
-10058.102,4,6.303932
-10000.0,1,6.304933
-10088.977,7,6.318931
-10021.592,3,6.323931
-10058.325,5,6.333015
-10045.575,5,6.341997
-10019.557,2,6.345008
-10038.574,3,6.351004
-10026.382,3,6.356995
-10026.865,3,6.362
-10000.0,1,6.363949
-10057.169,4,6.370937
-10054.097,6,6.381948
-10029.275,3,6.387937
-10000.0,1,6.388937
-10000.0,1,6.390937
-10101.667,11,6.410937
-10046.063,3,6.416937
-10029.865,3,6.421937
-10019.9375,2,6.424939
-10000.0,1,6.426937
-10051.604,4,6.433937
-10058.497,4,6.440936
-10035.548,3,6.445937
-10000.0,1,6.447945
-10069.666,7,6.460937
-10088.612,6,6.472941
-10023.379,2,6.47594
-10019.473,2,6.479937
-10020.649,2,6.483937
-10000.0,1,6.485937
-10000.0,1,6.487937
-10088.1455,7,6.500937
-10000.0,1,6.501937
-10053.705,5,6.510937
-10000.0,1,6.512941
-10076.748,5,6.521937
-10028.207,3,6.527937
