#{"t_start": 1709064728.0692904, "env_id": "None"}
r,l,t
64.97668,128,73.528019
107.76297,128,73.667021
95.23684,128,74.079019
75.48882,128,74.462032
59.644897,128,74.981035
53.436436,128,75.53402
37.509193,128,76.120021
73.23069,128,76.63602
69.38944,128,77.173019
53.7899,128,77.679531
104.81783,128,78.18953
5.2965107,16,78.241531
64.29968,128,78.850531
98.501945,128,79.032535
61.05605,128,79.20453
102.60645,128,79.382543
85.748405,128,79.561532
85.801765,128,79.735544
91.014,128,79.91153
78.94568,128,80.083532
83.680756,128,80.258531
84.44923,128,80.430546
59.560265,128,80.967532
41.29231,128,81.516531
67.31385,128,82.107531
55.354916,128,82.614532
58.692852,128,83.11153
47.66439,128,83.624531
57.448624,128,84.128531
68.9797,128,84.650712
59.661915,128,85.188712
84.78741,128,85.740712
68.79065,128,85.912713
62.176388,128,86.077715
54.225086,128,86.250718
55.871475,128,86.42224
74.89355,128,86.593243
52.364708,128,86.773238
77.46386,128,86.955237
92.75692,128,87.143239
63.595222,128,87.329242
64.11124,128,87.520239
56.66142,128,88.082237
41.229237,128,88.647238
92.764,128,89.172237
86.34012,128,89.714237
20.119335,48,89.981238
52.562984,128,90.537243
76.57986,128,91.109237
57.64425,128,91.639253
72.15091,128,92.165236
71.04894,128,92.717236
81.6764,128,93.274236
106.9658,128,93.445239
72.3495,128,93.623241
39.705723,128,93.792236
36.933052,128,93.964237
59.189816,128,94.141242
52.24158,128,94.320236
60.36179,128,94.490238
42.46925,128,94.658242
56.774868,128,94.831252
18.579206,41,95.002239
44.04966,128,95.524773
64.55943,128,96.052774
78.74078,128,96.661788
88.38006,128,97.18079
59.972042,128,97.702774
71.05957,128,98.222773
71.40427,128,98.764785
97.16367,128,99.273772
38.397396,128,99.804772
70.11036,128,100.321774
52.61802,128,100.501773
47.497196,128,100.666773
63.041008,128,100.836776
39.572117,128,101.007772
87.32522,128,101.175772
64.69969,128,101.341779
38.4001,128,101.504776
58.143562,128,101.672772
91.97169,128,101.845773
78.07321,128,102.433775
60.702904,128,102.939773
59.832867,128,103.487773
29.749786,44,103.676773
84.58229,128,104.223773
67.60463,128,104.746772
72.65783,128,105.270773
61.387978,128,105.77578
70.25552,128,106.280772
78.924614,128,106.785773
63.90615,128,107.289772
71.336586,128,107.536772
57.550816,128,107.731781
80.361694,128,107.908774
57.267708,128,108.115773
71.48863,128,108.286836
51.135857,128,108.453836
67.99368,128,108.619835
96.09009,128,108.785836
84.40199,128,108.949836
62.503914,128,109.459835
69.686775,128,109.96385
64.774734,128,110.459835
63.326046,128,110.960836
79.73651,128,111.493834
56.300766,128,112.029835
84.27487,128,112.542835
52.89578,128,113.047844
